Time,Centralized_gospa,Centralized_localization,Centralized_miss_truth,Centralized_false_tracks,Distributed_gospa,Distributed_localization,Distributed_miss_truth,Distributed_false_tracks,HandoverMeas_gospa,HandoverMeas_localization,HandoverMeas_miss_truth,HandoverMeas_false_tracks,HandoverNoMeas_gospa,HandoverNoMeas_localization,HandoverNoMeas_miss_truth,HandoverNoMeas_false_tracks,AvgTargets
0,70.71067811865485,0.0,70.71067811865485,0.0,70.71067811865485,0.0,70.71067811865485,0.0,70.71067811865485,0.0,70.71067811865485,0.0,70.71067811865485,0.0,70.71067811865485,0.0,1.0
1,67.96142199478773,0.07917100087908747,67.88225099390866,0.0,69.33724441836146,0.040779862079713396,69.29646455628175,0.0,68.6463231262576,0.056965351162393964,68.58935777509521,0.0,67.26721867220641,0.09207445948431163,67.1751442127221,0.0,1.0
2,18.810202651236523,1.1325331215728234,17.6776695296637,0.0,19.499453226694637,1.1146769158444039,18.38477631085025,0.0,18.12656329981404,1.1560005513369027,16.97056274847715,0.0,17.44560024484244,1.1821442775518378,16.2634559672906,0.0,1.0
3,2.76288807539777,1.3613291407729171,0.7071067811865476,0.7071067811865476,2.109163191090575,1.4127901428089087,0.0,0.7071067811865476,4.189465571448093,1.3776697050705646,2.121320343559643,0.7071067811865476,3.4945768027852195,1.384650796992395,1.4142135623730951,0.7071067811865476,1.0
4,2.6579849261107045,1.2585552267069802,0.0,1.4142135623730951,1.3042458826126495,1.3042458826126495,0.0,0.0,2.728416588641021,1.331437578977352,0.7071067811865476,0.7071067811865476,3.4155889828924146,1.3169944600044377,0.7071067811865476,1.4142135623730951,1.0
5,2.5607483294907585,1.1654124788103895,0.0,1.4142135623730951,3.264172983455993,1.1795290789594608,0.0,2.121320343559643,2.7178455916623427,1.3199322869632335,0.0,1.4142135623730951,3.2186748084038,1.1279660393655528,0.7071067811865476,1.4142135623730951,1.0
6,1.0870115039222656,1.0870115039222656,0.0,0.0,1.8024922252881417,1.0997076789421854,0.0,0.7071067811865476,2.0623843734662235,1.3666888802592974,0.0,0.7071067811865476,1.7914520078792855,1.0883749810139918,0.0,0.7071067811865476,1.0
7,0.9465318154748698,0.9465318154748698,0.0,0.0,1.6299137560436403,0.9318600617731825,0.0,0.7071067811865476,2.0888342534429496,1.3817274722564026,0.7071067811865476,0.0,1.6568820750670332,0.9598719476245531,0.0,0.7071067811865476,1.0
8,0.8414951300011592,0.8414951300011592,0.0,0.0,0.8199468840860338,0.8199468840860338,0.0,0.0,2.873416376928528,1.4816491084254044,0.7071067811865476,0.7071067811865476,0.8294433128450948,0.8294433128450948,0.0,0.0,1.0
9,0.7959236650954746,0.7959236650954746,0.0,0.0,0.7941256115769022,0.7941256115769022,0.0,0.0,1.7022107229259686,1.7022107229259686,0.0,0.0,0.79821228431352,0.79821228431352,0.0,0.0,1.0
10,0.817690550499093,0.817690550499093,0.0,0.0,0.8201711764490766,0.8201711764490766,0.0,0.0,3.2349975982185133,1.8207840358454168,1.4142135623730951,0.0,0.8228075395463104,0.8228075395463104,0.0,0.0,1.0
11,0.8421460036446091,0.8421460036446091,0.0,0.0,0.8452863820469065,0.8452863820469065,0.0,0.0,3.355303774032156,1.9766204841684163,0.7071067811865476,0.7071067811865476,0.842057727708641,0.842057727708641,0.0,0.0,1.0
12,0.8654800464274799,0.8654800464274799,0.0,0.0,0.8557443280115676,0.8557443280115676,0.0,0.0,4.75307279810166,1.93499587029925,2.121320343559643,0.7071067811865476,0.8595385439578969,0.8595385439578969,0.0,0.0,1.0
13,1.5846379392912469,0.8964853926216297,0.0,0.7071067811865476,1.5700195065683078,0.8819845230303847,0.0,0.7071067811865476,10.751738991199877,1.6180161022575157,7.0710678118654755,2.121320343559643,1.5802904789282215,0.8925625343683831,0.0,0.7071067811865476,1.0
14,0.8170123179236544,0.8170123179236544,0.0,0.0,0.8095082311875198,0.8095082311875198,0.0,0.0,6.467506723547214,1.568502135813655,2.8284271247461903,2.121320343559643,0.8129602703088584,0.8129602703088584,0.0,0.0,1.0
15,0.6656945908860226,0.6656945908860226,0.0,0.0,0.6697483966743956,0.6697483966743956,0.0,0.0,3.0816836843333686,1.6949914359798957,0.7071067811865476,0.7071067811865476,0.6664930088500453,0.6664930088500453,0.0,0.0,1.0
16,0.6824141758244516,0.6824141758244516,0.0,0.0,0.6818489689290399,0.6818489689290399,0.0,0.0,4.416508299160667,1.5880811744144794,2.8284271247461903,0.0,0.6818860270992743,0.6818860270992743,0.0,0.0,1.0
17,0.7160984078116609,0.7160984078116609,0.0,0.0,0.7184310007237087,0.7184310007237087,0.0,0.0,2.3381978905337335,1.6310911093471856,0.7071067811865476,0.0,0.7194887025452918,0.7194887025452918,0.0,0.0,1.0
18,1.4267884869650604,0.7255595907218815,0.0,0.7071067811865476,1.4142230540260576,0.7230549151342472,0.0,0.7071067811865476,5.093472666998187,1.5798011775745686,2.8284271247461903,0.7071067811865476,0.7265201281031437,0.7265201281031437,0.0,0.0,1.0
19,0.7029791889243248,0.7029791889243248,0.0,0.0,2.090544305601549,0.700459156407681,0.0,1.4142135623730951,8.787075433234103,1.4621300787471656,4.949747468305833,2.414213562373095,1.3971894776615787,0.7032355036983925,0.0,0.7071067811865476,1.0
20,0.6600848083569111,0.6600848083569111,0.0,0.0,1.3514222006680021,0.6534866120360486,0.0,0.7071067811865476,8.449087800035802,1.4089048572946516,5.656854249492381,1.4142135623730951,1.3536122344906625,0.6557747674145924,0.0,0.7071067811865476,1.0
21,0.6825948312667839,0.6825948312667839,0.0,0.0,0.6800400658702475,0.6800400658702475,0.0,0.0,7.009910549298556,1.3790453234899454,2.8284271247461903,2.8284271247461903,0.6778391394834096,0.6778391394834096,0.0,0.0,1.0
22,0.5904698622209488,0.5904698622209488,0.0,0.0,1.2974226957698403,0.5935451064266292,0.7071067811865476,0.0,8.290371292425203,1.2307737165623087,6.363961030678928,0.7071067811865476,0.5930187791863744,0.5930187791863744,0.0,0.0,1.01
23,0.6383289035254307,0.6383289035254307,0.0,0.0,1.3362533628312194,0.6307849708979636,0.7071067811865476,0.0,8.360617868842114,1.2895500569766387,7.0710678118654755,0.0,0.6359119331464089,0.6359119331464089,0.0,0.0,1.01
24,2.0342608399674647,0.6249439341423312,0.0,1.4142135623730951,1.326563525777744,0.6279350678094247,0.7071067811865476,0.0,9.718773809470626,1.2679963535353047,7.778174593052023,0.7071067811865476,1.3202673604460449,0.6216632468907752,0.7071067811865476,0.0,1.02
25,2.00571341111755,0.5999596902997847,0.7071067811865476,0.7071067811865476,4.806712368067176,0.5902835626049232,4.242640687119286,0.0,11.125516520319916,1.2498377387751116,9.192388155425117,0.7071067811865476,2.7274311906664837,0.6204177501631706,0.7071067811865476,1.4142135623730951,1.07
26,2.0357865946158715,0.631084877431373,0.0,1.4142135623730951,6.962358274916692,0.6444179009400495,6.363961030678928,0.0,12.575058323528888,1.3104563917443417,11.313708498984761,0.0,2.080683602376513,0.6822515800871564,0.7071067811865476,0.7071067811865476,1.13
27,2.078302882839399,0.6732439331118522,0.0,1.4142135623730951,14.014122231324947,0.6919001400865745,13.435028842544407,0.0,14.84764358621697,1.3240358209387337,13.606601717798217,0.0,3.5609731886677474,0.7496834937328484,1.4142135623730951,1.4142135623730951,1.26
28,4.9210911434955475,0.7189326318138023,2.8284271247461903,1.4142135623730951,18.292741625346736,0.7841471132964446,17.6776695296637,0.0,12.588433949324083,1.5104996515350322,11.19238815542512,0.0,5.048142141490009,0.8455707740376789,2.8284271247461903,1.4142135623730951,1.4
29,2.1755615614589403,0.7754119170849505,0.0,1.4142135623730951,12.24978984284243,1.0240087497435475,11.313708498984761,0.0,15.770216373517039,1.5746837712655963,13.727922061357859,0.7071067811865476,3.7547945671878784,0.9504658399513071,0.7071067811865476,2.121320343559643,1.45
30,3.538619724508428,0.7428742087919956,1.4142135623730951,1.4142135623730951,17.762307116865628,0.9403107472725933,16.97056274847715,0.0,20.64942380888833,1.590471314671621,19.38477631085025,0.0,4.3953244945839565,0.895003657837252,2.121320343559643,1.4142135623730951,1.62
31,2.9411968805733117,0.8305927364631307,1.4142135623730951,0.7071067811865476,24.863722915961592,1.0299705401761912,23.33452377915609,0.7071067811865476,27.065763627053876,1.5493384311201348,25.21320343559644,0.7071067811865476,5.965498727735017,1.0355612074069456,2.8284271247461903,2.121320343559643,1.8
32,1.5531895913585378,0.8537014587275391,0.0,0.7071067811865476,19.073298634483148,1.2475034369457263,17.6776695296637,0.7071067811865476,26.630800766107946,1.7168144651651174,25.455844122715735,0.0,2.5986468896546495,1.2072937643569626,0.0,1.4142135623730951,1.89
