Time,Centralized,Distributed,HandoverMeas,HandoverNoMeas,AvgTargets
0,0.0,0.0,0.0,0.0,1.0
1,0.0,0.034142135623730946,0.007071067811865475,0.01414213562373095,1.0
2,0.0,0.7594974746830583,0.06656854249492382,0.10606601717798217,1.0
3,0.0,0.9970710678118655,0.031213203435596425,0.03121320343559643,1.0
4,0.0,1.0,0.027071067811865475,0.02,1.0
5,0.0,1.0,0.04,0.027071067811865475,1.0
6,0.0,1.0,0.04,0.02,1.0
7,0.0,1.0,0.06707106781186548,0.04707106781186548,1.0
8,0.0,1.0,0.07707106781186548,0.05707106781186548,1.0
9,0.0,1.0,0.07,0.05,1.0
10,0.0,1.0,0.07414213562373095,0.05414213562373096,1.0
11,0.0,1.0,0.10707106781186548,0.08707106781186548,1.0
12,0.0,1.0,0.17121320343559646,0.15121320343559644,1.0
13,0.0,1.0,0.29071067811865475,0.28071067811865474,1.0
14,0.0,1.0,0.3882842712474619,0.3782842712474619,1.0
15,0.0,1.0,0.42707106781186543,0.4170710678118655,1.0
16,0.0,1.0,0.4782842712474619,0.4682842712474619,1.0
17,0.0,1.0,0.5070710678118655,0.49707106781186544,1.0
18,0.0,1.0,0.5082842712474619,0.5082842712474619,1.0
19,0.0,1.0,0.5594974746830583,0.5594974746830583,1.0
20,0.0,1.0,0.6365685424949237,0.6365685424949237,1.0
21,0.0,1.0,0.6782842712474618,0.6782842712474618,1.0
22,0.0,1.0,0.7265685424949236,0.7265685424949236,1.01
23,0.0,1.0,0.7507106781186548,0.7507106781186548,1.01
24,0.0,1.0,0.7907106781186548,0.7907106781186548,1.02
25,0.0,1.0,0.8107106781186547,0.8107106781186547,1.07
26,0.0,0.99,0.8377817459305202,0.8377817459305202,1.13
27,0.0,0.97,0.8477817459305205,0.8477817459305205,1.26
28,0.0,0.95,0.8724264068711929,0.8624264068711929,1.4
29,0.0,0.96,0.9182842712474621,0.9182842712474621,1.45
30,0.0,0.95,0.9153553390593275,0.9353553390593276,1.62
31,0.0,0.93,0.942426406871193,0.962426406871193,1.8
32,0.0,0.92,0.9841421356237311,0.9941421356237311,1.89
33,0.0,0.92,0.99,1.0,1.96
34,0.0,0.91,0.9970710678118655,0.9970710678118655,2.0
35,0.0,0.91,0.9970710678118655,0.9970710678118655,2.0
36,0.0,0.91,0.9853553390593274,0.9853553390593274,2.0
37,0.0,0.91,0.9912132034355963,0.9912132034355963,2.0
38,0.0,0.91,0.9912132034355963,0.9912132034355963,2.0
39,0.0,0.91,1.0,1.0,2.0
40,0.0,0.91,0.9970710678118655,0.9970710678118655,2.0
41,0.0,0.91,1.0,1.0,2.0
42,0.0,0.91,1.0,1.0,2.0
43,0.0,0.91,0.9941421356237309,0.9941421356237309,2.0
44,0.0,0.91,0.9941421356237311,0.9941421356237311,2.0
45,0.0,0.91,0.9941421356237311,0.9941421356237311,2.0
46,0.0,0.91,0.9970710678118655,0.9970710678118655,2.0
47,0.0,0.91,1.0,1.0,2.0
48,0.0,0.91,1.0,1.0,2.0
49,0.0,0.91,1.0,1.0,2.0
50,0.0,0.91,0.9941421356237311,0.9941421356237311,2.0
51,0.0,0.91,0.9882842712474621,0.9882842712474621,2.0
52,0.0,0.91,0.988284271247462,0.988284271247462,2.0
53,0.0,0.91,0.9912132034355965,0.9912132034355965,2.0
54,0.0,0.91,0.9941421356237311,0.9941421356237311,2.0
55,0.0,0.91,0.988284271247462,0.988284271247462,2.0
56,0.0,0.91,0.9941421356237309,0.9941421356237309,2.0
57,0.0,0.91,0.9970710678118655,0.9970710678118655,2.0
58,0.0,0.91,0.9970710678118655,0.9970710678118655,2.0
59,0.0,0.91,1.0,1.0,2.0
60,0.0,0.91,0.9970710678118655,0.9970710678118655,2.0
61,0.0,0.91,0.9970710678118655,0.9970710678118655,2.0
62,0.0,0.91,0.9912132034355965,0.9912132034355965,2.0
63,0.0,0.92,0.9912132034355965,0.9912132034355965,1.98
64,0.0,0.95,0.9912132034355966,0.9912132034355966,1.81
65,0.0,0.97,0.9912132034355966,0.9912132034355966,1.56
66,0.0,0.97,0.9707106781186552,0.9707106781186552,1.41
67,0.0,0.99,0.9560660171779826,0.9560660171779826,1.16
68,0.0,1.0,0.9619238815542515,0.9619238815542515,1.03
69,0.0,1.0,0.9560660171779825,0.9560660171779825,1.0
70,0.0,1.0,0.938492424049175,0.938492424049175,1.0
71,0.0,1.0,0.9384924240491753,0.9384924240491753,1.0
72,0.0,1.0,0.9560660171779822,0.9560660171779822,1.0
73,0.0,1.0,0.9707106781186549,0.9707106781186549,1.0
74,0.0,1.0,0.9853553390593275,0.9853553390593275,1.0
75,0.0,1.0,0.9853553390593274,0.9853553390593274,1.0
76,0.0,1.0,0.9970710678118655,0.9970710678118655,1.0
77,0.0,1.0,1.0,1.0,1.0
78,0.0,1.0,0.9912132034355966,0.9912132034355966,1.0
79,0.0,1.0,0.9941421356237309,0.9941421356237309,1.0
80,0.0,1.0,0.9912132034355966,0.9912132034355966,1.0
81,0.0,1.0,0.9941421356237311,0.9941421356237311,1.0
82,0.0,1.0,0.9853553390593274,0.9853553390593274,1.0
83,0.0,1.0,0.9941421356237309,0.9941421356237309,1.0
84,0.0,1.0,0.9912132034355963,0.9912132034355963,1.0
85,0.0,1.0,0.988284271247462,0.988284271247462,1.0
86,0.0,1.0,0.9912132034355965,0.9912132034355965,1.0
87,0.0,1.0,0.988284271247462,0.988284271247462,1.0
88,0.0,1.0,0.976568542494924,0.976568542494924,1.0
89,0.0,1.0,0.9765685424949241,0.9765685424949241,1.0
90,0.0,1.0,0.988284271247462,0.988284271247462,1.0
91,0.0,1.0,0.9912132034355966,0.9912132034355966,1.0
92,0.0,1.0,0.9824264068711929,0.9824264068711929,1.0
93,0.0,1.0,0.9853553390593275,0.9853553390593275,1.0
94,0.0,1.0,0.9824264068711932,0.9824264068711932,1.0
95,0.0,1.0,0.9941421356237311,0.9941421356237311,1.0
96,0.0,1.0,0.9882842712474621,0.9882842712474621,1.0
97,0.0,1.0,0.9941421356237311,0.9941421356237311,1.0
98,0.0,1.0,0.9970710678118655,0.9970710678118655,1.0
99,0.0,1.0,0.9970710678118655,0.9970710678118655,1.0
