Time,Centralized,Distributed,HandoverMeas,HandoverNoMeas,AvgTargets
0,0.0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,0.0,1.0
3,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.0
4,1.4142135623730951,0.0,0.7071067811865476,1.4142135623730951,1.0
5,1.4142135623730951,2.121320343559643,1.4142135623730951,1.4142135623730951,1.0
6,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.0
7,0.0,0.7071067811865476,0.0,0.7071067811865476,1.0
8,0.0,0.0,0.7071067811865476,0.0,1.0
9,0.0,0.0,0.0,0.0,1.0
10,0.0,0.0,0.0,0.0,1.0
11,0.0,0.0,0.7071067811865476,0.0,1.0
12,0.0,0.0,0.7071067811865476,0.0,1.0
13,0.7071067811865476,0.7071067811865476,2.121320343559643,0.7071067811865476,1.0
14,0.0,0.0,2.121320343559643,0.0,1.0
15,0.0,0.0,0.7071067811865476,0.0,1.0
16,0.0,0.0,0.0,0.0,1.0
17,0.0,0.0,0.0,0.0,1.0
18,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,1.0
19,0.0,1.4142135623730951,2.414213562373095,0.7071067811865476,1.0
20,0.0,0.7071067811865476,1.4142135623730951,0.7071067811865476,1.0
21,0.0,0.0,2.8284271247461903,0.0,1.0
22,0.0,0.0,0.7071067811865476,0.0,1.01
23,0.0,0.0,0.0,0.0,1.01
24,1.4142135623730951,0.0,0.7071067811865476,0.0,1.02
25,0.7071067811865476,0.0,0.7071067811865476,1.4142135623730951,1.07
26,1.4142135623730951,0.0,0.0,0.7071067811865476,1.13
27,1.4142135623730951,0.0,0.0,1.4142135623730951,1.26
28,1.4142135623730951,0.0,0.0,1.4142135623730951,1.4
29,1.4142135623730951,0.0,0.7071067811865476,2.121320343559643,1.45
30,1.4142135623730951,0.0,0.0,1.4142135623730951,1.62
31,0.7071067811865476,0.7071067811865476,0.7071067811865476,2.121320343559643,1.8
32,0.7071067811865476,0.7071067811865476,0.0,1.4142135623730951,1.89
33,0.7071067811865476,0.0,0.0,0.7071067811865476,1.96
34,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,2.0
35,0.0,0.0,2.121320343559643,0.0,2.0
36,0.0,0.0,0.7071067811865476,0.0,2.0
37,0.0,0.0,0.0,0.0,2.0
38,0.7071067811865476,0.7071067811865476,0.0,0.7071067811865476,2.0
39,0.7071067811865476,0.0,1.4142135623730951,0.0,2.0
40,0.7071067811865476,0.7071067811865476,0.0,0.7071067811865476,2.0
41,0.0,0.7071067811865476,0.7071067811865476,0.0,2.0
42,0.0,0.0,0.0,0.0,2.0
43,0.0,0.0,0.0,0.0,2.0
44,0.0,0.0,0.0,0.0,2.0
45,0.0,0.0,0.0,0.0,2.0
46,0.0,0.0,0.0,0.0,2.0
47,0.0,0.0,0.7071067811865476,0.0,2.0
48,0.7071067811865476,0.0,0.0,0.0,2.0
49,0.0,0.0,0.7071067811865476,0.0,2.0
50,0.7071067811865476,1.4142135623730951,3.121320343559643,1.4142135623730951,2.0
51,0.0,0.0,0.7071067811865476,0.0,2.0
52,0.0,0.0,0.0,0.0,2.0
53,0.0,0.0,0.0,0.0,2.0
54,0.0,0.0,0.0,0.0,2.0
55,0.0,0.0,0.7071067811865476,0.0,2.0
56,0.0,0.0,0.0,0.7071067811865476,2.0
57,0.0,0.0,0.0,0.0,2.0
58,0.0,0.0,0.0,0.7071067811865476,2.0
59,0.0,0.0,0.0,0.0,2.0
60,0.0,0.0,0.0,0.0,2.0
61,0.0,0.0,0.7071067811865476,0.0,2.0
62,0.0,1.4142135623730951,0.7071067811865476,1.4142135623730951,2.0
63,0.0,0.0,0.7071067811865476,0.0,1.98
64,1.4142135623730951,0.0,0.7071067811865476,0.0,1.81
65,0.7071067811865476,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.56
66,2.121320343559643,2.121320343559643,0.0,2.8284271247461903,1.41
67,0.7071067811865476,2.121320343559643,0.0,2.121320343559643,1.16
68,0.0,2.121320343559643,0.0,1.4142135623730951,1.03
69,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.0
70,0.7071067811865476,1.4142135623730951,0.0,0.7071067811865476,1.0
71,0.7071067811865476,0.0,0.0,0.7071067811865476,1.0
